user_id,total_sessions,avg_session_length,add_to_cart_rate,purchase_rate,avg_spend,unique_categories,segment
user_208,38,29.01,0.23,0.22,155.67,6,2
user_209,39,26.97,0.25,0.27,180.05,6,2
user_21,36,31.89,0.0,0.0,0.0,6,0
user_210,34,30.02,0.0,0.0,0.0,6,0
user_211,38,30.01,0.0,0.0,0.0,6,0
user_212,33,29.83,0.23,0.25,162.27,6,1
user_213,36,29.9,0.0,0.0,0.0,6,0
user_214,38,31.61,0.26,0.26,160.44,6,1
user_215,38,30.24,0.33,0.32,162.48,6,1
user_216,35,24.56,0.25,0.23,158.26,6,1
user_217,39,32.57,0.0,0.0,0.0,6,0
user_218,40,26.25,0.31,0.0,0.0,6,3
user_219,39,24.03,0.0,0.0,0.0,6,4
user_22,39,28.58,0.0,0.0,0.0,6,4
user_220,38,30.95,0.0,0.0,0.0,6,0
user_221,38,32.06,0.0,0.0,0.0,6,0
user_222,35,31.94,0.0,0.0,0.0,6,0
user_223,38,30.38,0.32,0.0,0.0,6,3
user_224,40,26.34,0.28,0.25,140.83,6,2
user_225,39,24.21,0.29,0.0,0.0,6,4
user_226,40,26.17,0.32,0.36,154.63,6,2
user_227,36,29.23,0.28,0.24,157.82,6,1
user_228,37,30.86,0.33,0.0,0.0,6,3
user_229,35,27.36,0.0,0.0,0.0,6,0
user_23,35,33.11,0.28,0.0,0.0,6,3
user_230,39,26.62,0.37,0.31,149.63,6,2
user_231,37,29.11,0.32,0.28,164.66,6,1
user_232,41,28.35,0.36,0.0,0.0,6,3
user_233,40,27.74,0.0,0.0,0.0,6,4
user_234,37,29.75,0.36,0.28,150.81,6,1
user_235,40,25.91,0.35,0.0,0.0,6,3
user_236,37,31.42,0.32,0.33,147.98,6,1
user_237,35,31.33,0.0,0.0,0.0,6,0
user_238,37,28.93,0.24,0.3,130.12,6,1
user_239,40,27.89,0.0,0.0,0.0,6,4
user_24,39,28.0,0.29,0.42,142.46,6,2
user_240,38,25.07,0.24,0.3,142.67,6,2
user_241,40,28.25,0.28,0.4,142.57,6,2
user_242,40,25.49,0.24,0.26,148.1,6,2
user_243,38,24.06,0.25,0.27,140.92,6,2
user_244,40,26.18,0.0,0.0,0.0,6,4
user_245,37,24.84,0.0,0.0,0.0,6,4
user_246,40,27.05,0.0,0.0,0.0,6,4
user_247,39,28.26,0.3,0.35,156.34,6,2
user_248,36,29.1,0.35,0.0,0.0,6,3
user_249,38,31.25,0.39,0.31,167.35,6,1
user_25,36,35.04,0.0,0.0,0.0,6,0
user_250,39,29.34,0.29,0.37,141.4,6,2
user_251,37,27.53,0.26,0.0,0.0,6,3
user_252,38,32.49,0.36,0.32,166.61,6,1
user_253,41,25.33,0.27,0.21,163.92,6,2
user_254,35,31.81,0.0,0.0,0.0,6,0
user_255,33,34.61,0.3,0.35,151.93,6,1
user_256,39,29.01,0.0,0.0,0.0,6,4
user_257,40,28.74,0.22,0.26,144.99,6,2
user_258,37,34.96,0.25,0.25,147.17,6,1
user_259,35,29.75,0.28,0.26,142.95,6,1
user_26,37,28.16,0.0,0.0,0.0,6,0
user_260,37,29.56,0.27,0.35,165.83,6,1
user_261,34,30.95,0.0,0.0,0.0,6,0
user_262,38,32.46,0.32,0.37,158.15,6,1
user_263,40,26.51,0.22,0.24,155.5,6,2
user_264,41,27.39,0.0,0.0,0.0,6,4
user_265,39,33.74,0.18,0.28,156.47,6,1
user_266,36,31.83,0.0,0.0,0.0,6,0
user_267,38,27.19,0.0,0.0,0.0,6,4
user_268,34,34.07,0.0,0.0,0.0,6,0
user_269,36,30.88,0.0,0.0,0.0,6,0
user_27,35,36.66,0.25,0.24,146.5,6,1
user_270,38,27.9,0.0,0.0,0.0,6,4
user_271,41,25.76,0.22,0.26,131.53,6,2
user_272,39,28.09,0.25,0.21,157.12,6,2
user_273,36,30.74,0.38,0.0,0.0,6,3
user_274,36,28.43,0.34,0.0,0.0,6,3
user_275,33,32.72,0.38,0.34,169.32,6,1
user_276,37,32.6,0.31,0.0,0.0,6,3
user_277,34,34.27,0.35,0.31,158.86,6,1
user_278,38,24.24,0.37,0.0,0.0,6,3
user_279,37,33.08,0.26,0.26,160.75,6,1
user_28,37,28.85,0.0,0.0,0.0,6,0
user_280,38,30.75,0.38,0.29,154.08,6,1
user_281,42,24.45,0.2,0.22,151.15,6,2
user_282,40,27.83,0.38,0.0,0.0,6,3
user_283,39,28.6,0.3,0.36,147.66,6,2
user_284,39,29.67,0.28,0.21,179.35,6,2
user_285,37,34.75,0.31,0.32,161.32,6,1
user_286,41,27.24,0.0,0.0,0.0,6,4
user_287,42,27.22,0.0,0.0,0.0,6,4
user_288,37,33.89,0.0,0.0,0.0,6,0
user_289,40,23.37,0.0,0.0,0.0,6,4
user_29,36,31.09,0.26,0.24,156.58,6,1
user_290,38,29.38,0.0,0.0,0.0,6,0
user_291,35,31.87,0.0,0.0,0.0,6,0
user_292,36,30.49,0.24,0.22,162.54,6,1
user_293,38,29.89,0.0,0.0,0.0,6,0
user_294,37,31.1,0.0,0.0,0.0,6,0
user_295,40,26.02,0.23,0.0,0.0,6,4
user_296,34,30.88,0.24,0.27,154.98,6,1
user_297,38,26.39,0.0,0.0,0.0,6,4
user_298,37,29.46,0.0,0.0,0.0,6,0
user_299,35,31.46,0.37,0.0,0.0,6,3
user_3,40,25.12,0.22,0.23,141.26,6,2
user_30,39,25.57,0.35,0.33,153.99,6,2
user_300,36,32.74,0.34,0.29,146.34,6,1
user_301,37,30.93,0.23,0.22,143.06,6,1
user_302,35,30.82,0.0,0.0,0.0,6,0
user_303,35,34.91,0.0,0.0,0.0,6,0
user_304,38,28.07,0.0,0.0,0.0,6,4
user_305,38,28.67,0.34,0.34,153.25,6,2
user_306,39,25.58,0.25,0.24,134.33,6,2
user_307,36,33.3,0.28,0.25,157.06,6,1
user_308,40,28.01,0.32,0.34,162.98,6,2
user_309,37,31.13,0.0,0.0,0.0,6,0
user_31,37,32.82,0.0,0.0,0.0,6,0
user_310,40,26.8,0.33,0.0,0.0,6,3
user_311,39,24.68,0.0,0.0,0.0,6,4
user_312,35,36.61,0.25,0.23,136.29,6,1
user_313,35,30.75,0.36,0.33,175.68,6,1
user_314,39,28.14,0.26,0.26,158.82,6,2
user_315,38,26.48,0.0,0.0,0.0,6,4
user_316,39,28.83,0.23,0.26,148.65,6,2
user_317,36,31.55,0.0,0.0,0.0,6,0
user_318,36,33.35,0.23,0.31,169.12,6,1
user_319,36,29.89,0.31,0.31,168.69,6,1
user_32,34,36.83,0.37,0.0,0.0,6,3
user_320,37,30.56,0.0,0.0,0.0,6,0
user_321,35,32.58,0.24,0.23,170.71,6,1
user_322,36,29.77,0.25,0.28,143.28,6,1
user_323,36,34.23,0.0,0.0,0.0,6,0
user_324,40,27.2,0.32,0.29,157.59,6,2
user_325,37,28.27,0.0,0.0,0.0,6,0
user_326,36,32.27,0.0,0.0,0.0,6,0
user_327,38,31.4,0.31,0.0,0.0,6,3
user_328,36,29.22,0.24,0.32,135.5,6,1
user_329,37,27.89,0.28,0.17,148.41,6,1
user_33,37,31.31,0.33,0.0,0.0,6,3
user_330,37,31.03,0.0,0.0,0.0,6,0
user_331,39,26.34,0.2,0.28,143.38,6,2
user_332,36,31.51,0.0,0.0,0.0,6,0
user_333,37,31.53,0.0,0.0,0.0,6,0
user_334,40,25.09,0.39,0.0,0.0,6,3
user_335,42,26.08,0.0,0.0,0.0,6,4
user_336,35,29.33,0.0,0.0,0.0,6,0
user_337,41,26.44,0.0,0.0,0.0,6,4
user_338,40,27.29,0.22,0.26,159.16,6,2
user_339,36,28.97,0.0,0.0,0.0,6,0
user_34,40,24.38,0.29,0.36,149.23,6,2
user_340,38,30.53,0.23,0.21,171.86,6,1
user_341,41,28.49,0.0,0.0,0.0,6,4
user_342,40,24.51,0.0,0.0,0.0,6,4
user_343,38,33.07,0.31,0.0,0.0,6,3
user_344,37,29.86,0.25,0.24,119.45,6,1
user_345,36,29.97,0.0,0.0,0.0,6,0
user_346,37,27.09,0.41,0.0,0.0,6,3
user_347,37,29.92,0.0,0.0,0.0,6,0
user_348,39,27.77,0.22,0.3,158.85,6,2
user_349,36,30.82,0.0,0.0,0.0,6,0
user_35,39,30.1,0.22,0.25,145.72,6,2
user_350,35,30.77,0.24,0.23,158.82,6,1
user_351,41,26.78,0.33,0.0,0.0,6,3
user_352,39,29.65,0.0,0.0,0.0,6,4
user_353,38,30.58,0.27,0.24,152.91,6,1
user_354,37,31.64,0.31,0.35,145.48,6,1
user_355,38,26.15,0.35,0.27,151.77,6,2
user_356,38,31.01,0.0,0.0,0.0,6,0
user_357,36,30.66,0.0,0.0,0.0,6,0
user_358,40,28.25,0.0,0.0,0.0,6,4
user_359,37,33.04,0.0,0.0,0.0,6,0
user_36,36,29.24,0.0,0.0,0.0,6,0
user_360,40,24.94,0.0,0.0,0.0,6,4
user_361,36,26.62,0.3,0.27,168.9,6,1
user_362,37,32.68,0.0,0.0,0.0,6,0
user_363,36,28.46,0.32,0.28,147.27,6,1
user_364,37,30.96,0.0,0.0,0.0,6,0
user_365,40,28.73,0.36,0.32,161.33,6,2
user_366,38,30.17,0.0,0.0,0.0,6,0
user_367,39,29.09,0.0,0.0,0.0,6,4
user_368,38,32.45,0.28,0.0,0.0,6,3
user_369,35,35.74,0.35,0.32,153.12,6,1
user_37,37,31.04,0.33,0.37,147.47,6,1
user_370,38,29.02,0.34,0.37,152.98,6,2
user_371,36,29.06,0.36,0.34,153.01,6,1
user_372,38,29.3,0.0,0.0,0.0,6,0
user_373,36,29.67,0.35,0.28,152.05,6,1
user_374,36,35.77,0.0,0.0,0.0,6,0
user_375,43,25.99,0.26,0.23,143.04,6,2
user_376,40,25.64,0.0,0.0,0.0,6,4
user_377,36,25.63,0.41,0.31,157.89,6,2
user_378,39,28.67,0.27,0.0,0.0,6,3
user_379,34,29.15,0.21,0.25,141.33,6,1
user_38,36,33.28,0.0,0.0,0.0,6,0
user_380,37,30.13,0.35,0.37,156.95,6,1
user_381,38,31.43,0.0,0.0,0.0,6,0
user_382,36,32.7,0.0,0.0,0.0,6,0
user_383,37,31.92,0.0,0.0,0.0,6,0
user_384,38,28.93,0.36,0.26,146.23,6,2
user_385,37,28.45,0.25,0.26,153.56,6,1
user_386,39,29.31,0.34,0.27,145.5,6,2
user_387,39,29.56,0.27,0.22,155.3,6,2
user_388,36,33.28,0.39,0.33,174.78,6,1
user_389,36,30.88,0.3,0.35,155.41,6,1
user_39,38,29.03,0.0,0.0,0.0,6,0
user_390,35,32.3,0.2,0.27,152.11,6,1
user_391,41,24.62,0.31,0.0,0.0,6,4
user_392,36,31.1,0.32,0.38,138.42,6,1
user_393,39,28.81,0.23,0.24,180.55,6,2
user_394,42,18.29,0.0,0.0,0.0,6,4
user_395,37,26.57,0.36,0.35,157.24,6,2
user_396,36,33.07,0.33,0.0,0.0,6,3
user_397,35,30.59,0.0,0.0,0.0,6,0
user_398,41,24.07,0.3,0.0,0.0,6,4
user_399,39,30.54,0.0,0.0,0.0,6,0
user_4,36,30.71,0.28,0.0,0.0,6,3
user_40,41,26.23,0.0,0.0,0.0,6,4
user_400,38,30.36,0.34,0.0,0.0,6,3
user_401,35,31.7,0.24,0.2,149.6,6,1
user_402,37,31.13,0.0,0.0,0.0,6,0
user_403,38,31.76,0.22,0.24,141.55,6,1
user_404,38,32.53,0.25,0.26,156.35,6,1
user_405,40,23.93,0.21,0.29,166.6,6,2
user_406,36,28.85,0.0,0.0,0.0,6,0
user_407,38,29.01,0.26,0.23,162.4,6,2
user_408,39,27.17,0.23,0.28,159.54,6,2
user_409,34,31.05,0.33,0.35,154.06,6,1
user_41,40,22.57,0.0,0.0,0.0,6,4
user_410,37,31.83,0.0,0.0,0.0,6,0
user_411,38,32.74,0.32,0.35,153.38,6,1
user_412,40,29.68,0.27,0.27,152.2,6,2
user_413,37,27.91,0.36,0.38,150.95,6,1
user_414,40,28.48,0.38,0.0,0.0,6,3
user_415,37,28.13,0.34,0.35,163.99,6,1
user_416,39,24.99,0.0,0.0,0.0,6,4
user_417,38,30.39,0.33,0.37,141.37,6,1
user_418,35,33.29,0.0,0.0,0.0,6,0
user_419,40,27.27,0.0,0.0,0.0,6,4
user_42,40,27.12,0.39,0.27,160.61,6,2
user_420,38,32.48,0.36,0.35,158.21,6,1
user_421,37,27.78,0.27,0.2,175.79,6,1
user_422,37,34.56,0.25,0.28,166.91,6,1
user_423,40,26.14,0.24,0.25,144.08,6,2
user_424,40,28.93,0.0,0.0,0.0,6,4
user_425,38,27.94,0.0,0.0,0.0,6,4
user_426,39,26.39,0.4,0.27,150.0,6,2
user_427,37,33.85,0.0,0.0,0.0,6,0
user_428,39,25.94,0.0,0.0,0.0,6,4
user_429,39,32.03,0.3,0.33,161.35,6,1
user_43,40,28.97,0.35,0.26,168.34,6,2
user_430,39,30.36,0.33,0.3,162.81,6,2
user_431,37,28.06,0.26,0.22,152.07,6,1
user_432,37,30.98,0.0,0.0,0.0,6,0
user_433,36,31.41,0.0,0.0,0.0,6,0
user_434,40,32.42,0.37,0.31,140.11,6,1
user_435,38,27.6,0.33,0.28,147.03,6,2
user_436,39,26.72,0.3,0.32,160.63,6,2
user_437,37,28.43,0.36,0.0,0.0,6,3
user_438,36,30.19,0.23,0.25,154.05,6,1
user_439,43,24.2,0.19,0.23,155.88,6,2
user_44,38,30.38,0.28,0.24,177.41,6,1
user_440,42,22.75,0.41,0.0,0.0,6,4
user_441,38,29.68,0.33,0.37,147.01,6,1
user_442,44,23.78,0.24,0.26,134.92,6,2
user_443,37,29.64,0.24,0.24,139.55,6,1
user_444,32,32.84,0.36,0.0,0.0,6,3
user_445,38,26.48,0.0,0.0,0.0,6,4
user_446,39,27.16,0.0,0.0,0.0,6,4
user_447,38,28.67,0.0,0.0,0.0,6,0
user_448,37,28.36,0.34,0.0,0.0,6,3
user_449,38,27.08,0.0,0.0,0.0,6,4
user_45,36,33.74,0.33,0.32,164.15,6,1
user_450,37,31.36,0.0,0.0,0.0,6,0
user_451,36,29.69,0.33,0.0,0.0,6,3
user_452,37,33.24,0.27,0.21,151.02,6,1
user_453,41,23.87,0.0,0.0,0.0,6,4
user_454,40,27.87,0.33,0.32,156.35,6,2
user_455,36,31.54,0.29,0.21,147.44,6,1
user_456,36,30.82,0.3,0.32,151.09,6,1
user_457,37,29.46,0.0,0.0,0.0,6,0
user_458,40,28.48,0.26,0.22,160.47,6,2
user_459,40,26.49,0.0,0.0,0.0,6,4
user_46,40,26.51,0.34,0.33,164.29,6,2
user_460,36,35.81,0.0,0.0,0.0,6,0
user_461,40,24.16,0.37,0.0,0.0,6,3
user_462,36,31.23,0.29,0.24,167.51,6,1
user_463,42,27.8,0.33,0.33,156.78,6,2
user_464,38,30.05,0.0,0.0,0.0,6,0
user_465,34,26.3,0.23,0.26,143.65,6,1
user_466,39,28.94,0.3,0.0,0.0,6,3
user_467,36,32.92,0.26,0.25,150.17,6,1
user_468,37,30.02,0.36,0.0,0.0,6,3
user_469,41,26.6,0.3,0.0,0.0,6,4
user_47,38,27.25,0.0,0.0,0.0,6,4
user_470,36,27.6,0.34,0.27,155.43,6,1
user_471,39,28.06,0.32,0.0,0.0,6,3
user_472,42,27.23,0.0,0.0,0.0,6,4
user_473,40,25.74,0.26,0.24,156.42,6,2
user_474,41,24.38,0.0,0.0,0.0,6,4
user_475,35,32.93,0.0,0.0,0.0,6,0
user_476,38,30.09,0.2,0.29,160.39,6,1
user_477,36,29.33,0.33,0.0,0.0,6,3
user_478,40,23.82,0.29,0.25,153.61,6,2
user_479,36,31.56,0.37,0.35,156.94,6,1
user_48,36,27.38,0.0,0.0,0.0,6,0
user_480,40,25.49,0.23,0.3,156.19,6,2
user_481,38,27.93,0.0,0.0,0.0,6,4
user_482,37,31.34,0.21,0.28,137.63,6,1
user_483,35,31.89,0.0,0.0,0.0,6,0
user_484,36,31.34,0.26,0.27,153.22,6,1
user_485,37,30.85,0.0,0.0,0.0,6,0
user_486,38,28.38,0.0,0.0,0.0,6,4
user_487,34,32.19,0.24,0.25,159.46,6,1
user_488,38,27.97,0.0,0.0,0.0,6,4
user_489,40,28.32,0.35,0.37,155.96,6,2
user_49,41,24.59,0.0,0.0,0.0,6,4
user_490,38,26.04,0.31,0.0,0.0,6,3
user_491,36,32.34,0.0,0.0,0.0,6,0
user_492,40,26.55,0.33,0.3,165.8,6,2
user_493,37,31.92,0.35,0.27,159.91,6,1
user_494,39,28.59,0.34,0.34,162.92,6,2
user_495,40,22.85,0.0,0.0,0.0,6,4
user_496,38,28.46,0.0,0.0,0.0,6,4
user_497,38,27.07,0.37,0.0,0.0,6,3
user_498,35,30.68,0.0,0.0,0.0,6,0
user_499,34,33.96,0.34,0.29,146.63,6,1
user_5,40,28.56,0.2,0.29,166.22,6,2
user_50,37,34.28,0.35,0.35,175.16,6,1
user_500,35,32.42,0.27,0.37,154.54,6,1
user_51,37,33.91,0.36,0.31,163.97,6,1
user_52,34,33.0,0.0,0.0,0.0,6,0
user_53,35,29.58,0.36,0.19,155.62,6,1
user_54,35,31.09,0.17,0.46,155.91,6,1
user_55,38,27.57,0.37,0.0,0.0,6,3
user_56,36,31.4,0.0,0.0,0.0,6,0
user_57,39,28.49,0.23,0.24,145.19,6,2
user_58,39,22.79,0.0,0.0,0.0,6,4
user_59,37,29.16,0.37,0.37,152.71,6,1
user_6,38,26.66,0.25,0.27,176.34,6,2
user_60,37,30.95,0.29,0.22,182.65,6,1
user_61,35,32.05,0.0,0.0,0.0,6,0
user_62,36,29.75,0.35,0.31,153.7,6,1
user_63,37,26.56,0.31,0.35,140.53,6,2
user_64,35,31.79,0.0,0.0,0.0,6,0
user_65,40,25.32,0.0,0.0,0.0,6,4
user_66,36,34.69,0.33,0.0,0.0,6,3
user_67,44,21.95,0.0,0.0,0.0,6,4
user_68,40,28.36,0.33,0.34,155.41,6,2
user_69,37,33.32,0.0,0.0,0.0,6,0
user_7,35,28.6,0.2,0.34,151.9,6,1
user_70,39,31.37,0.31,0.3,155.98,6,1
user_71,37,29.78,0.0,0.0,0.0,6,0
user_72,40,26.95,0.25,0.31,168.85,6,2
user_73,37,27.85,0.0,0.0,0.0,6,0
user_74,34,29.41,0.27,0.22,153.84,6,1
user_75,39,28.79,0.37,0.32,149.49,6,2
user_76,39,29.24,0.0,0.0,0.0,6,4
user_77,35,30.47,0.24,0.24,161.97,6,1
user_78,36,28.86,0.3,0.31,149.58,6,1
user_79,39,27.52,0.0,0.0,0.0,6,4
user_8,37,24.83,0.3,0.34,175.94,6,2
user_80,38,25.83,0.0,0.0,0.0,6,4
user_81,37,34.28,0.3,0.0,0.0,6,3
user_82,38,28.73,0.4,0.0,0.0,6,3
user_83,35,33.56,0.0,0.0,0.0,6,0
user_84,36,33.97,0.29,0.23,130.34,6,1
user_85,38,30.9,0.28,0.23,160.82,6,1
user_86,36,30.68,0.0,0.0,0.0,6,0
user_87,40,30.66,0.25,0.24,153.36,6,2
user_88,36,28.99,0.23,0.26,168.68,6,1
user_89,40,27.73,0.23,0.24,167.85,6,2
user_9,35,30.03,0.0,0.0,0.0,6,0
user_90,38,28.71,0.23,0.25,135.3,6,2
user_91,37,28.58,0.33,0.0,0.0,6,3
user_92,34,28.85,0.35,0.0,0.0,6,3
user_93,37,28.21,0.33,0.0,0.0,6,3
user_94,37,29.61,0.27,0.21,173.73,6,1
user_95,37,30.7,0.26,0.36,133.29,6,1
user_96,37,30.13,0.23,0.28,130.81,6,1
user_97,36,31.39,0.0,0.0,0.0,6,0
user_98,42,22.58,0.0,0.0,0.0,6,4
user_99,35,30.95,0.0,0.0,0.0,6,0
